Protein ID,Protein Name,FungalRV Score,GPI-anchor,Signal Peptide
P53344,COS6_YEAST,-1.5234478,FALSE,0.000083
P53584,YTP1_YEAST,-1.7079269,FALSE,0.329929
P53740,YN8S_YEAST,-1.1437025,FALSE,0.000431
P53756,PDR18_YEAST,-1.1796899,FALSE,0
P53920,NM111_YEAST,-0.87968903,FALSE,0.000002
P53940,APJ1_YEAST,-1.516591,FALSE,0.000007
P53965,SIW14_YEAST,-1.9288648,FALSE,0.000001
P54783,ALO_YEAST,-0.95513428,FALSE,0
Q01448,HPC2_YEAST,-0.0030580625,FALSE,0.000002
Q02651,SMA1_YEAST,-1.5450481,FALSE,0
Q03289,PFA5_YEAST,-1.2814569,FALSE,0.000001
Q04005,LIC4_YEAST,-1.3696911,FALSE,0.000001
Q04264,PDS5_YEAST,-1.3429831,FALSE,0
Q04406,EMI1_YEAST,-0.60698473,FALSE,0.000002
Q04712,RRN11_YEAST,-1.3567872,FALSE,0
Q05919,VPS38_YEAST,-1.5095302,FALSE,0.000001
Q06163,TERT_YEAST,-1.2669378,FALSE,0.000008
Q06625,GDE_YEAST,-0.99199446,FALSE,0.000002
Q07454,YD073_YEAST,-1.1549115,FALSE,0.000004
Q08225,DPP3_YEAST,-1.1407071,FALSE,0
Q08295,IMA2_YEAST,-0.40720575,FALSE,0.000005
Q08446,SGT1_YEAST,-0.51836387,FALSE,0
Q08504,YO105_YEAST,-0.16101043,FALSE,0.010497
Q08634,YO238_YEAST,-0.34743699,FALSE,0
Q12027,GID12_YEAST,-1.4819626,FALSE,0
Q12056,ISU2_YEAST,-1.1322403,FALSE,0.000001
Q12107,APC9_YEAST,-1.855626,FALSE,0
Q12139,YP022_YEAST,-1.0824761,FALSE,0.000041
Q12244,YL054_YEAST,-1.3128311,FALSE,0
Q12288,YL126_YEAST,-1.6561208,FALSE,0
Q12380,ATG5_YEAST,-1.0636511,FALSE,0
Q12498,PRM4_YEAST,-0.36405159,FALSE,0.000001
Q12522,IF6_YEAST,-1.5514469,FALSE,0.000001
Q12675,ATC4_YEAST,-1.3019907,FALSE,0
Q8TGS5,YM272_YEAST,-1.2718195,FALSE,0.012214
Q99186,AP2M_YEAST,-1.0824968,FALSE,0.001444
Q99314,SAS5_YEAST,-1.1533211,FALSE,0
A0A023PZE8,YD57W_YEAST,-0.74083907,FALSE,0.000125
O13512,YA64B_YEAST,-0.63739798,FALSE,0.001226
P00358,G3P2_YEAST,-0.7696568,FALSE,0
P00427,COX6_YEAST,-1.8214569,FALSE,0
P00431,CCPR_YEAST,-1.3862071,FALSE,0.000175
P00549,KPYK1_YEAST,-0.6431385,FALSE,0
P00890,CISY1_YEAST,-0.94650732,FALSE,0
P01098,STF1_YEAST,-1.9176578,FALSE,0
P02309,H4_YEAST,-2.8817025,FALSE,0
P03870,FLP_YEAST,-0.65134483,FALSE,0.000001
P04046,PUR1_YEAST,-1.5470041,FALSE,0.11934
P04173,LEU3_YEAST,-1.5050164,FALSE,0
P04710,ADT1_YEAST,-1.8240588,FALSE,0
P06785,TYSY_YEAST,-1.5211002,FALSE,0
P07283,PMM_YEAST,-1.4483503,FALSE,0
P08524,ERG20_YEAST,-1.0715708,FALSE,0
P09201,F16P_YEAST,-1.225383,FALSE,0
P09232,PRTB_YEAST,-0.64766621,FALSE,0.617092
P0C5M8,YE090_YEAST,-2.7915161,FALSE,0.000043
P0CX67,YG13A_YEAST,0.025233012,FALSE,0
P13574,STE12_YEAST,-0.91760274,FALSE,0
P14681,KSS1_YEAST,-1.5544755,FALSE,0
P15380,PUT4_YEAST,-1.0556514,FALSE,0.000001
P15436,DPOD_YEAST,-0.94029323,FALSE,0
P17555,CAP_YEAST,-1.0293224,FALSE,0
P19414,ACON_YEAST,-0.99640677,FALSE,0
P22543,VPS34_YEAST,-1.6798861,FALSE,0
P25559,DCC1_YEAST,-1.8852918,FALSE,0
P25576,POF1_YEAST,-1.902543,FALSE,0
P28817,HIBCH_YEAST,-0.85000088,FALSE,0
P32341,VPH2_YEAST,-1.5313118,FALSE,0
P32497,EIF3C_YEAST,-1.4513556,FALSE,0.000002
P32802,TMN1_YEAST,-1.0350601,FALSE,0.999776
P32875,LIPA_YEAST,-1.5949311,FALSE,0.004945
P33199,YGB5_YEAST,-1.0624964,FALSE,0
P33298,PRS6B_YEAST,-1.7386822,FALSE,0
P36012,CENPA_YEAST,-1.659515,FALSE,0
P36131,SPC34_YEAST,-1.606859,FALSE,0
P38126,PCH2_YEAST,-1.1784038,FALSE,0
P38146,YPT10_YEAST,-1.0058356,FALSE,0
P38344,REI1_YEAST,-1.6684839,FALSE,0
P38354,YB8A_YEAST,-0.96162752,FALSE,0.000014
P38780,YHL4_YEAST,-1.8976782,FALSE,0.000001
P38870,RGD3_YEAST,-0.82500959,FALSE,0
P38932,VPS45_YEAST,-1.5473769,FALSE,0
P38995,ATU2_YEAST,-0.92388829,FALSE,0.000001
P39113,CAT8_YEAST,-1.3563486,FALSE,0.000001
P39721,AIM2_YEAST,-1.2724892,FALSE,0
P39875,EXO1_YEAST,-1.4129837,FALSE,0.000017
P40005,PFD2_YEAST,-1.7085673,FALSE,0
P40525,RL34B_YEAST,-1.5068661,FALSE,0
P40533,TED1_YEAST,-0.94782591,TRUE,0.000003
P40568,DSN1_YEAST,-1.1974319,FALSE,0
P41056,RL33B_YEAST,-2.7994786,FALSE,0
P41808,SMK1_YEAST,-1.3529417,FALSE,0
P42939,MVB12_YEAST,-1.8007688,FALSE,0
P42946,PRM10_YEAST,-1.1735917,FALSE,0.002291
P43544,SNO3_YEAST,-1.3527677,FALSE,0.000007
P43608,YFK5_YEAST,-0.10591128,FALSE,0.000164
P43682,SFT1_YEAST,-1.6345461,FALSE,0.000001
P47007,MRX5_YEAST,-1.6307075,FALSE,0
P47084,MRX12_YEAST,-1.4258464,FALSE,0
P47124,HOC1_YEAST,-1.7666895,FALSE,0.005104
P47137,YJ66_YEAST,-1.3516463,FALSE,0
P47158,CAF17_YEAST,-0.92437524,FALSE,0.000001
P48239,GTO1_YEAST,-1.4334525,FALSE,0
P48567,PUS4_YEAST,-1.3069395,FALSE,0
P49018,GPI8_YEAST,-1.4668573,FALSE,0.999747
P51533,PDR10_YEAST,-1.1581947,FALSE,0.000002
P53745,MNT4_YEAST,-1.2260722,FALSE,0
P53874,UBP10_YEAST,-0.24862449,FALSE,0.000001
P53924,DMA2_YEAST,-1.3863356,FALSE,0.000001
P53929,YNK8_YEAST,-1.124748,FALSE,0
P53961,GPI15_YEAST,-2.3188976,FALSE,0.000124
Q03406,SLD5_YEAST,-0.94070402,FALSE,0
Q03829,MME1_YEAST,-0.86980739,FALSE,0
Q03973,HMO1_YEAST,0.044706238,FALSE,0.000001
Q04178,HPRT_YEAST,-0.72164881,FALSE,0.000001
Q04895,DAL4_YEAST,-1.0059713,FALSE,0.000001
Q05043,RSF1_YEAST,-1.2297374,FALSE,0
Q06205,FKBP4_YEAST,-0.68115038,FALSE,0
Q06213,MED10_YEAST,-1.3166346,FALSE,0
Q06390,MRB1_YEAST,-0.74623153,FALSE,0
Q07729,GUAD_YEAST,-0.36806657,FALSE,0
Q07993,XYL2_YEAST,-0.617659,FALSE,0
Q08924,WDR6_YEAST,-1.1114981,FALSE,0
Q08949,DDC1_YEAST,-1.359239,FALSE,0
Q08961,RKM1_YEAST,-0.66430578,FALSE,0
Q12145,CMR3_YEAST,-0.48510292,FALSE,0.000002
Q12181,NDOR1_YEAST,-1.7842272,FALSE,0
Q12291,BMT6_YEAST,-0.90512269,FALSE,0.000104
Q12326,PMG3_YEAST,-1.8358417,FALSE,0
Q12342,LDB17_YEAST,-1.4820267,FALSE,0
Q12421,ATG31_YEAST,-0.99908902,FALSE,0.000003
Q12441,YD12A_YEAST,0.048332256,FALSE,0
Q12672,RL21B_YEAST,-1.6286351,FALSE,0
Q3E787,YC095_YEAST,-2.1463508,FALSE,0.000023
Q3E7B9,YO08A_YEAST,-1.4020986,FALSE,0.110496
Q3E841,YN034_YEAST,-0.61296012,FALSE,0
Q8TGT1,YL406_YEAST,-0.13072932,FALSE,0.001555
O13559,YRF14_YEAST,-1.1224906,FALSE,0
P00045,CYC7_YEAST,-1.2204268,FALSE,0
P07281,RS19B_YEAST,-2.6092147,FALSE,0
P07702,LYS2_YEAST,-1.1355942,FALSE,0.000027
P08466,NUC1_YEAST,-1.5297546,FALSE,0.050237
P0C5Q3,YM13C_YEAST,-1.9053227,FALSE,0.000001
P0CE98,YL161_YEAST,-0.68456897,FALSE,0
P0CX28,RL44B_YEAST,-1.6614828,FALSE,0
P0CX95,YE07A_YEAST,-1.4838721,FALSE,0.00001
P10862,RAD18_YEAST,-1.2429771,FALSE,0
P11076,ARF1_YEAST,-1.7685606,FALSE,0
P15873,PCNA_YEAST,-1.560331,FALSE,0
P17505,MDHM_YEAST,-1.1671495,FALSE,0
P18414,ERD2_YEAST,-1.486097,FALSE,0.000779
P20049,TYR1_YEAST,-1.1281047,FALSE,0
P20051,PYRC_YEAST,-0.50577808,FALSE,0
P20486,CKS1_YEAST,-1.6649316,FALSE,0.000209
P21538,REB1_YEAST,-1.1773978,FALSE,0
P23615,SPT6_YEAST,-1.2189766,FALSE,0.000001
P25369,LSB5_YEAST,-1.4035139,FALSE,0
P25638,TAH1_YEAST,-2.0616676,FALSE,0
P27476,NSR1_YEAST,-1.0961727,FALSE,0
P28241,IDH2_YEAST,-1.1170687,FALSE,0
P29547,EF1G1_YEAST,-1.2022163,FALSE,0
P31111,ZIP1_YEAST,-1.2947368,FALSE,0
P32468,CDC12_YEAST,-2.0854467,FALSE,0
P32492,MYO4_YEAST,-1.4308793,FALSE,0
P32569,MED17_YEAST,-0.76301483,FALSE,0
P32622,YEF1_YEAST,-1.0982859,FALSE,0
P32769,HBS1_YEAST,-1.4901456,FALSE,0
P32836,GSP2_YEAST,-1.0093049,FALSE,0
P33200,PDR3_YEAST,-1.2657045,FALSE,0
P33297,PRS6A_YEAST,-1.4101075,FALSE,0
P33419,SPC29_YEAST,-1.6424457,FALSE,0
P34216,EDE1_YEAST,-0.19633179,FALSE,0.000006
P35189,TAF14_YEAST,-1.2197221,FALSE,0
P36035,JEN1_YEAST,-1.0677961,FALSE,0.000004
P36095,VPS24_YEAST,-2.1513355,FALSE,0
P36127,YK12_YEAST,-1.5368613,FALSE,0.252107
P38122,PANB_YEAST,-0.87131566,FALSE,0
P38356,BSD2_YEAST,-1.5447541,FALSE,0.000005
P38637,STS1_YEAST,-1.7076131,FALSE,0
P38696,ARP1_YEAST,-1.1863316,FALSE,0
P38712,RRP3_YEAST,-1.9460103,FALSE,0
P38798,NMD2_YEAST,-1.5534079,FALSE,0
P38831,YHS5_YEAST,-0.4199946,FALSE,0.000322
P38953,RAD55_YEAST,-1.9581989,FALSE,0
P38956,SNF11_YEAST,-2.3986311,FALSE,0.000434
P38986,ASPG1_YEAST,-0.47756602,FALSE,0
P39002,LCF3_YEAST,-1.4989257,FALSE,0
P39101,CAJ1_YEAST,-1.8778264,FALSE,0.000001
P39111,VATF_YEAST,-1.3181263,FALSE,0.000024
P39112,DSS1_YEAST,-1.1769705,FALSE,0
P40085,TAPT1_YEAST,-1.7395401,FALSE,0
P40090,SCC4_YEAST,-1.6208174,FALSE,0
P40186,PCL7_YEAST,-1.2993938,FALSE,0
P40342,SWM2_YEAST,-1.6960709,FALSE,0
P40364,MPM1_YEAST,-0.3026499,FALSE,0.000001
P42838,LEM3_YEAST,-1.0512369,FALSE,0.000001
P42844,ZIM17_YEAST,-1.001284,FALSE,0
P43597,YFI6_YEAST,-0.027757219,FALSE,0
P43623,METC_YEAST,-1.6804036,FALSE,0
P43635,CISY3_YEAST,-1.692837,FALSE,0
P46943,GUF1_YEAST,-1.8784954,FALSE,0
P46969,RPE_YEAST,-1.177141,FALSE,0.000002
P47032,PRY1_YEAST,0.40263672,FALSE,0.99969
P49723,RIR4_YEAST,-1.0581652,FALSE,0
P53038,TEL2_YEAST,-1.8891446,FALSE,0
P53049,YOR1_YEAST,-1.4153012,FALSE,0.000015
P53314,CPD1_YEAST,-1.8049665,FALSE,0.000001
P53338,MAL13_YEAST,-1.3827426,FALSE,0
P53631,HXT17_YEAST,-1.5578329,FALSE,0.000132
P53719,YN87_YEAST,-0.15965308,FALSE,0
P53751,YN94_YEAST,-0.64772838,FALSE,0.000353
P54838,DAK1_YEAST,-0.64772273,FALSE,0
Q02046,MTD1_YEAST,-1.5713151,FALSE,0.000002
Q02608,RT16_YEAST,-1.9711385,FALSE,0
Q02793,SKI8_YEAST,-1.185415,FALSE,0.000172
Q02795,OSTD_YEAST,-1.4800827,FALSE,0.999546
Q03029,SPO19_YEAST,0.17281255,TRUE,0.998217
Q03455,MSC2_YEAST,-1.0131258,FALSE,0.003047
Q03525,TMA23_YEAST,-1.2552166,FALSE,0
Q03864,YD102_YEAST,-1.9382759,FALSE,0
Q04437,KU80_YEAST,-1.0510246,FALSE,0
Q04439,MYO5_YEAST,-1.5616682,FALSE,0.000026
Q04608,YD124_YEAST,-0.85740903,FALSE,0
Q06053,DUS3_YEAST,-1.1699622,FALSE,0.000001
Q06328,YPQ2_YEAST,-0.85027295,FALSE,0
Q06596,ARR1_YEAST,-1.5439761,FALSE,0
Q06704,IMH1_YEAST,-1.0355098,FALSE,0
Q07986,YL036_YEAST,-1.133881,FALSE,0.000003
Q12026,YL053_YEAST,-1.0514337,FALSE,0.000001
Q12127,CCW12_YEAST,1.0331343,TRUE,0.999624
Q12150,CSF1_YEAST,-0.69117527,FALSE,0.000017
Q12158,SCC1_YEAST,-0.9243225,FALSE,0
Q12355,PST1_YEAST,0.29857408,TRUE,0.999724
Q12492,YP064_YEAST,-1.2504833,FALSE,0.153441
Q3E774,YD159_YEAST,-1.6867725,FALSE,0.000212
Q3E7X8,YE077_YEAST,-1.0053843,FALSE,0
Q99210,NTPPA_YEAST,-0.97570056,FALSE,0
D6VTK4,STE2_YEAST,-0.93550678,FALSE,0.00003
P00410,COX2_YEAST,-1.1552064,FALSE,0.000128
P00635,PPA5_YEAST,-0.78997223,FALSE,0.999623
P01097,ATIF_YEAST,-1.8729653,FALSE,0
P04911,H2A1_YEAST,-1.7069455,FALSE,0
P07275,PUT2_YEAST,-1.0057882,FALSE,0
P08004,CHS1_YEAST,-1.0099167,FALSE,0
P0CX38,RS6B_YEAST,-2.4247278,FALSE,0
P0CX71,YE11A_YEAST,0.18895175,FALSE,0
P14832,CYPH_YEAST,-0.18638123,FALSE,0
P15303,SEC23_YEAST,-1.0683012,FALSE,0.000001
P15731,UBC4_YEAST,-0.83517757,FALSE,0.000002
P20795,VPS33_YEAST,-1.4489743,FALSE,0
P20967,ODO1_YEAST,-1.5079141,FALSE,0
P22139,RPAB5_YEAST,-2.1645187,FALSE,0
P23059,NAA38_YEAST,-2.8281994,FALSE,0
P23292,KC12_YEAST,-1.5866465,FALSE,0
P23639,PSA2_YEAST,-0.78497576,FALSE,0.000003
P25298,RNA14_YEAST,-1.524209,FALSE,0
P25365,SED4_YEAST,0.46911215,FALSE,0
P25385,BOS1_YEAST,-1.1928097,FALSE,0
P25617,YCQ6_YEAST,-1.1841309,FALSE,0
P25655,NOT1_YEAST,-1.5763944,FALSE,0.000002
P26370,UGA3_YEAST,-1.7771776,FALSE,0
P27692,SPT5_YEAST,-0.85762254,FALSE,0.000001
P32558,SPT16_YEAST,-1.3662673,FALSE,0
P32570,MED22_YEAST,-0.90421719,FALSE,0
P32628,RAD23_YEAST,-1.4562103,FALSE,0.000002
P34161,YOX1_YEAST,-0.93009463,FALSE,0
P35727,BLI1_YEAST,-1.586912,FALSE,0
P35994,PAU16_YEAST,-0.89255022,FALSE,0.999516
P36034,COS9_YEAST,-1.5145754,FALSE,0.000004
P36097,TTI1_YEAST,-1.5682931,FALSE,0.000034
P38174,MAP2_YEAST,-0.80649098,FALSE,0
P38208,POP8_YEAST,-0.62048137,FALSE,0
P38273,CCZ1_YEAST,-0.69783149,FALSE,0.000001
P38429,SAP30_YEAST,-3.1388192,FALSE,0.000001
P38523,GRPE_YEAST,-1.552809,FALSE,0
P38705,SYSM_YEAST,-1.7180539,FALSE,0.000001
P38708,YHI0_YEAST,-1.1945867,FALSE,0
P38732,EFM1_YEAST,-0.96753782,FALSE,0
P38968,SEC31_YEAST,-0.59613565,FALSE,0.000001
P39549,YAJ9_YEAST,-0.86850472,FALSE,0
P39728,YAD7_YEAST,-1.0012967,FALSE,0
P39937,PAC2_YEAST,-0.87163015,FALSE,0
P40054,SERA_YEAST,-1.1227791,FALSE,0
P40154,IES2_YEAST,-0.6345665,FALSE,0
P40214,FDO1_YEAST,-1.5339618,FALSE,0
P40218,LDO45_YEAST,-0.67839232,FALSE,0
P40323,YP073_YEAST,-1.5721123,FALSE,0.000049
P40339,RFC4_YEAST,-1.7060996,FALSE,0
P40447,NIT1_YEAST,-1.2682497,FALSE,0
P40510,SER33_YEAST,-1.1074123,FALSE,0
P40889,YJW5_YEAST,-0.86384182,FALSE,0
P40893,REE1_YEAST,-1.8274234,FALSE,0
P42944,GZF3_YEAST,-1.2292993,FALSE,0
P46957,DPOD2_YEAST,-1.4629192,FALSE,0
P46983,ATG36_YEAST,-1.7752159,FALSE,0
P47022,YJL8_YEAST,-2.3009981,FALSE,0.000001
P47058,TAD2_YEAST,-1.2943557,FALSE,0
P47088,GPI14_YEAST,-1.5621321,FALSE,0
P47130,CSN12_YEAST,-2.1799836,FALSE,0
P47181,YJ9S_YEAST,-1.0505826,FALSE,0
P53076,VID30_YEAST,-1.0094059,FALSE,0
P53117,RRT6_YEAST,-0.54076155,FALSE,0.000068
P53208,EAT1_YEAST,-1.8298234,FALSE,0
P53233,FMP48_YEAST,-0.57035086,FALSE,0
P53257,TPC1_YEAST,-1.3303446,FALSE,0.000036
P53900,PFD4_YEAST,-2.1600902,FALSE,0.000001
P53917,FAR11_YEAST,-1.2352584,FALSE,0
P53952,YNF0_YEAST,-1.2211343,FALSE,0.000001
P53954,ALG11_YEAST,-1.2067265,FALSE,0.000002
P54790,ORC3_YEAST,-1.6264964,FALSE,0
P61829,ATP9_YEAST,-1.61552,FALSE,0
P9WEN9,YH54B_YEAST,-1.5522642,FALSE,0
Q02781,YP062_YEAST,-1.2046284,FALSE,0
Q02803,OAZ_YEAST,-1.678895,FALSE,0
Q03834,MSH6_YEAST,-1.4461483,FALSE,0
Q05123,ARP9_YEAST,-0.77453234,FALSE,0
Q06169,PEX30_YEAST,-1.120058,FALSE,0.000001
Q06440,CORO_YEAST,-1.0889832,FALSE,0
Q06538,CSC1_YEAST,-1.2336417,FALSE,0.000031
Q06672,TSR2_YEAST,-1.4528972,FALSE,0.000898
Q06836,SYT1_YEAST,-0.65424673,FALSE,0
Q07967,YL030_YEAST,-1.1143491,FALSE,0
Q08322,PAU20_YEAST,-0.77324568,FALSE,0.999459
Q08981,ACM1_YEAST,-1.527146,FALSE,0
Q08992,HSP32_YEAST,-0.39026799,FALSE,0
Q12050,ELG1_YEAST,-1.3710548,FALSE,0
Q12090,REXO3_YEAST,-1.0383292,FALSE,0
Q12161,PSH1_YEAST,-0.66966808,FALSE,0.000045
Q12431,EMC6_YEAST,-2.3415375,FALSE,0.000002
Q12509,ARP6_YEAST,-0.75008531,FALSE,0
Q12523,YP247_YEAST,-0.88697132,FALSE,0
Q3E791,YA063_YEAST,-0.90754631,FALSE,0.000318
Q3E805,YO376_YEAST,-1.1837936,FALSE,0.000028
Q8TGQ7,YP159_YEAST,-2.2893407,FALSE,0
Q8TGT8,YG174_YEAST,-2.6792057,FALSE,0.000294
Q99176,SRN2_YEAST,-1.1369389,FALSE,0
Q99380,OST4_YEAST,-0.59356985,FALSE,0
O13536,YH139_YEAST,-1.255052,FALSE,0
P00175,CYB2_YEAST,-1.231076,FALSE,0.000004
P00360,G3P1_YEAST,-0.47681825,FALSE,0
P02994,EF1A_YEAST,-0.73080216,FALSE,0
P05737,RL7A_YEAST,-1.9623698,FALSE,0.000002
P05755,RS9B_YEAST,-2.6253887,FALSE,0
P06633,HIS7_YEAST,-0.95837542,FALSE,0
P07284,SYSC_YEAST,-1.1059966,FALSE,0
P08678,CYAA_YEAST,-0.85612738,FALSE,0
P0C2J1,YP14B_YEAST,-0.38542474,FALSE,0
P0C5P0,YJ197_YEAST,-0.52942588,FALSE,0.001897
P0CX25,RL43A_YEAST,-1.8280132,FALSE,0
P14064,HAP4_YEAST,-0.8896377,FALSE,0
P14540,ALF_YEAST,-1.0041006,FALSE,0
P25336,MSH3_YEAST,-1.4397372,FALSE,0
P25345,SYNM_YEAST,-0.92153514,FALSE,0
P25587,LDB16_YEAST,-1.0299644,FALSE,0.000038
P25593,YCG8_YEAST,-1.7041155,FALSE,0
P27344,DPB3_YEAST,-0.82512236,FALSE,0
P27882,ERV1_YEAST,-1.3552328,FALSE,0
P32377,MVD1_YEAST,-1.3137637,FALSE,0.000001
P32381,ARP2_YEAST,-1.2718126,FALSE,0
P32449,AROG_YEAST,-0.94878615,FALSE,0
P32785,FMT_YEAST,-1.8916973,FALSE,0
P33306,BCK2_YEAST,-0.40238832,FALSE,0
P35996,RM38_YEAST,-1.9266158,FALSE,0
P36044,MNN4_YEAST,-0.91353462,FALSE,0.000017
P36125,GMH1_YEAST,-1.6471021,FALSE,0
P38067,SSDH_YEAST,-0.23654704,FALSE,0.000001
P38157,MAL33_YEAST,-1.0754566,FALSE,0
P38227,QDR3_YEAST,-1.2599176,FALSE,0.000001
P38261,EXO84_YEAST,-1.4863022,FALSE,0
P38332,DPH7_YEAST,-1.068004,FALSE,0
P38747,OTU2_YEAST,-1.5975134,FALSE,0
P38825,TOM71_YEAST,-1.2662866,FALSE,0.000664
P39517,DHH1_YEAST,-1.4843272,FALSE,0.000003
P39735,SAW1_YEAST,-1.5937679,FALSE,0
P39972,YEI5_YEAST,-0.60498697,FALSE,0
P40164,PP4R3_YEAST,-1.4559154,FALSE,0
P40465,CSM2_YEAST,-1.1596319,FALSE,0
P40482,SEC24_YEAST,-1.5103401,FALSE,0
P40994,ARF3_YEAST,-1.7504944,FALSE,0
P41543,OST1_YEAST,-0.082703483,FALSE,0.999792
P41815,BAP3_YEAST,-1.4850797,FALSE,0
P43571,BST1_YEAST,-1.3475066,FALSE,0.00023
P43603,LSB3_YEAST,-1.266269,FALSE,0.000369
P48164,RS7B_YEAST,-2.0282054,FALSE,0.000027
P48234,NOL10_YEAST,-1.4838005,FALSE,0
P48237,CCM1_YEAST,-1.3334025,FALSE,0
P52491,UBC12_YEAST,-0.92431895,FALSE,0
P52910,ACS2_YEAST,-0.81606135,FALSE,0
P52911,EXG2_YEAST,-0.41545181,TRUE,0.999736
P53064,RTF1_YEAST,-1.9369013,FALSE,0
P53135,SLD3_YEAST,-1.5084029,FALSE,0
P53196,RPN14_YEAST,-0.85325907,FALSE,0
P53211,YG1C_YEAST,0.08746608,FALSE,0
P53270,YG32_YEAST,-0.88499037,FALSE,0
P53628,SNF12_YEAST,-1.1835737,FALSE,0
P53853,VPS75_YEAST,-0.8418964,FALSE,0
P53869,MRX7_YEAST,-2.2130012,FALSE,0
P69851,DAD4_YEAST,-1.7714635,FALSE,0
P87275,AIM11_YEAST,-1.516754,FALSE,0.000036
Q01389,BCK1_YEAST,-0.62737491,FALSE,0
Q02831,YP077_YEAST,-0.88010905,FALSE,0
Q03124,RSC9_YEAST,-1.7220141,FALSE,0.000001
Q03629,YMH9_YEAST,-1.3583537,FALSE,0
Q03760,PML39_YEAST,-1.5136945,FALSE,0
Q05854,YL278_YEAST,-1.4643225,FALSE,0
Q06107,YP114_YEAST,-1.0159437,FALSE,0.000019
Q06346,KEI1_YEAST,-1.0942246,FALSE,0
Q06405,ATPK_YEAST,-1.3993119,FALSE,0
Q06644,PMT7_YEAST,-1.1820761,FALSE,0.000008
Q06668,OMS1_YEAST,-1.9065972,FALSE,0
Q07748,THI13_YEAST,-1.3763979,FALSE,0
Q07791,YD23B_YEAST,-0.51668216,FALSE,0
Q07879,ATG10_YEAST,-1.5967917,FALSE,0.000001
Q08108,PLB3_YEAST,-0.86828344,TRUE,0.999693
Q08119,ESC8_YEAST,-1.4278572,FALSE,0
Q08641,AB140_YEAST,-0.20943292,FALSE,0
Q08844,YO365_YEAST,-1.1404083,FALSE,0.999616
Q08907,FIT3_YEAST,0.9974209,TRUE,0.99974
Q08954,NBR9_YEAST,-1.4165764,FALSE,0.000005
Q12044,RCN2_YEAST,-0.5719515,FALSE,0.000001
Q12045,VIK1_YEAST,-1.7020369,FALSE,0
Q12059,ULA1_YEAST,-1.7655638,FALSE,0
Q12091,DAP1_YEAST,-0.13315462,FALSE,0.000054
Q12165,ATPD_YEAST,-1.7892284,FALSE,0
Q12167,RRG1_YEAST,-1.5696987,FALSE,0.000008
Q12193,YB12B_YEAST,-0.39781337,FALSE,0
Q12412,PNS1_YEAST,-1.0825323,FALSE,0
Q12453,CEX1_YEAST,-1.119501,FALSE,0
Q12499,NOP58_YEAST,-0.68046812,FALSE,0
Q12532,RQC2_YEAST,-1.2128952,FALSE,0
Q2V2P2,YK065_YEAST,-1.7508454,FALSE,0.00005
Q3E739,YI021_YEAST,-0.60566006,FALSE,0.000004
Q6B0W2,YPR14_YEAST,-1.112447,FALSE,0.000049
Q8TGS1,YO032_YEAST,-2.8940462,FALSE,0.000094
Q8TGT4,YH213_YEAST,-1.7282257,FALSE,0.000111
Q99337,YN12B_YEAST,-0.40663386,FALSE,0
Q9ZZX1,SCE4_YEAST,-1.7337686,FALSE,0.000001
A0A8D9UGU6,YK14A_YEAST,-0.90809852,FALSE,0.000524
P00817,IPYR_YEAST,-0.77569849,FALSE,0
P02381,RMAR_YEAST,-2.9710329,FALSE,0.000003
P06773,DCTD_YEAST,-1.4231404,FALSE,0.000001
P07703,RPAC1_YEAST,-1.3694073,FALSE,0.000003
P0C0W9,RL11A_YEAST,-1.6127702,FALSE,0
P0C5M1,YD371_YEAST,-1.2034181,FALSE,0.002848
P0CF16,U5071_YEAST,-0.41849689,FALSE,0
P0CX26,RL43B_YEAST,-1.8280132,FALSE,0
P0CX50,RL18B_YEAST,-2.0989414,FALSE,0
P0CX91,YH21A_YEAST,0.2219968,FALSE,0.999747
P14743,NMT_YEAST,-0.98302928,FALSE,0
P14747,PP2B2_YEAST,-1.1123227,FALSE,0
P18898,PGTB1_YEAST,-0.95108082,FALSE,0.000001
P21182,DCAM_YEAST,-0.65854879,FALSE,0
P21524,RIR1_YEAST,-1.1875359,FALSE,0
P22580,AMDY_YEAST,-0.40974175,FALSE,0
P22855,MAN1_YEAST,-1.1506556,FALSE,0
P24279,MCM3_YEAST,-1.0703513,FALSE,0
P25386,USO1_YEAST,-1.0990318,FALSE,0
P25615,DPO4_YEAST,-1.749691,FALSE,0
P26188,MGMT_YEAST,-1.7020913,FALSE,0
P31386,ATS1_YEAST,-1.79432,FALSE,0.000001
P32324,EF2_YEAST,-1.6157175,FALSE,0
P32465,HXT1_YEAST,-1.097952,FALSE,0.000738
P32600,TOR2_YEAST,-1.5002944,FALSE,0
P32801,ELM1_YEAST,-0.72291079,FALSE,0
P32807,KU70_YEAST,-1.1573266,FALSE,0.000003
P33418,XPOT_YEAST,-1.4205488,FALSE,0.000001
P33759,RT05_YEAST,-1.8128195,FALSE,0
P36003,NNK1_YEAST,-1.0903314,FALSE,0.000001
P36019,YPT53_YEAST,-0.50902561,FALSE,0
P36068,SHE2_YEAST,-0.87202045,FALSE,0
P36123,SA190_YEAST,-1.1281399,FALSE,0
P36132,KAE1_YEAST,-1.5133329,FALSE,0
P36527,RM28_YEAST,-1.9832678,FALSE,0
P38116,ARL1_YEAST,-1.3091513,FALSE,0
P38196,FUI1_YEAST,-0.57055192,FALSE,0.000002
